total_box,budget,release_coverage,pindex
109306210,0,0.122659864,2811509
441863,0,0.001654401,2811841
850,0,2.82E-05,2811901
3272593,0,0.00236343,2811926
3525125,0,0.023630943,2812089
1476,0,2.60E-05,2812097
32391374,7500000,0.026712207,2812231
230600,0,0.000637219,2812441
32945797,0,0.060276026,2812470
10337,0,0.000104126,2812842
72082998,0,0.085303928,2813648
14616,0,0.000249963,2813657
83291,0,0.000390472,2813706
224546,0,0.000286346,2813838
38178166,3.00E+07,0.062239099,2813882
203373,0,0.001591713,2813916
94784201,1.05E+08,0.088942679,2813947
144880014,0,0.097574922,2814573
66957026,8.50E+07,0.074328596,2814646
54702,8.00E+06,0.000156189,2814786
127035,0,0.000168124,2814883
32771,0,0.00042951,2814888
96464,0,0.000398005,2815121
82614,0,0.000524685,2815256
12234694,0,0.059414269,2815274
56671993,2.00E+07,0.036827903,2815322
18335230,1.80E+07,0.023178138,2815424
57231747,3.70E+07,0.094771511,2815562
52853219,5.00E+07,0.07260915,2815573
2337,0,2.58E-05,2815604
13809,0,0.001126239,2815635
71985628,2.50E+07,0.070449039,2815871
24403552,6.00E+07,0.065819861,2816015
36895141,0,0.070441234,2816177
83857,0,0,2816187
64167069,0,0.082965871,2816301
2567099,0,0.049807601,2816457
31745,0,0.000101215,2816729
111682,0,0.000249963,2816944
5979011,0,0.022482598,2817278
11132210,0,0.028757862,2818399
127154901,7.60E+07,0.095876578,2818430
75612460,6.10E+07,0.075654607,2818486
541636,0,0.001258487,2818927
9338,0,5.00E-05,2819140
6852450,6.00E+06,0.026339178,2819141
166112167,2.00E+08,0.087783244,2819946
68339,0,5.06E-05,2820053
33449086,0,0.050854722,2820315
5656493,0,0.016179619,2820475
25682380,1.30E+07,0.06923346,2820488
81159365,3.50E+07,0.076015862,2820494
16290476,2.00E+07,0.011528752,2820536
138447667,4.20E+07,0.079370682,2820548
191719337,5.00E+07,0.085744319,2820687
549185,0,0.015441986,2820781
13084595,5.00E+06,0.013870208,2821377
76808654,3.00E+07,0.079157439,2821454
37170488,4.30E+07,0.069353198,2821509
18869,0,0.000126065,2821522
2120564,0,0.005316774,2821633
17162,0,2.93E-05,2821688
43073,0,7.59E-05,2821860
30697999,2.80E+07,0.071879067,2821994
4175,0,0.000374775,2822059
167780960,1.10E+07,0.079941796,2822157
71609321,0,0.067775258,2822159
1297,0,5.01E-05,2822238
29000301,0,0.077496629,2822240
11798854,0,0.076548391,2822241
413479,0,0.001867615,2822243
375805,0,0.003512058,2822244
9832166,3400000,0.018637126,2822357
14693,0,0.000378196,2822592
39568996,3.00E+07,0.073696963,2822625
37053924,2.80E+07,0.072966145,2822684
103540,0,0.000168986,2822782
210614939,6.50E+07,0.085383314,2822812
15749959,6.20E+07,0.071678026,2822874
106580051,1.10E+08,0.087346081,2822884
779820,0,0.013391746,2822935
113794,0,0.000151592,2823138
11640,0,0.000224865,2823225
100343,0,0.000303183,2823235
28195,0,0.000212269,2823405
53606916,5.50E+07,0.077486209,2823444
30407,0,0.00019997,2823652
20523,0,2.58E-05,2823662
130146,0,0.00012553,2823786
37950822,0,0.067221475,2823980
95020213,4.00E+07,0.085073956,2824233
853,0,2.55E-05,2824425
38362475,1.75E+08,0.067209674,2824470
131921738,1.30E+08,0.102154972,2824613
17801,0,7.58E-05,2824638
17479,1.20E+07,0.000151592,2824841
1020921,0,0.002352588,2824880
162685,0,0.000675743,2825100
120908074,7.50E+07,0.099135447,2825226
1064454,0,0.003328662,2825332
35014192,8.00E+06,0.062632643,2825397
84689,0,0.000159202,2825501
5186646,0,0.034506082,2825565
16757163,0,0.054700304,2825603
14057,0,7.58E-05,2825942
28180,0,0.00019997,2826544
15629,0,2.80E-05,2827191
3602884,0,0.048736859,2827285
116750901,4.10E+07,0.072433311,2827315
1305114,0,0.01016275,2827320
19623396,0,0.031398704,2827372
1083486,0,0.001058248,2827573
17213467,0,0.055884931,2827644
100280,0,0.000404858,2827681
36663315,4.00E+07,0.063828068,2827718
31749894,3.00E+07,0.052506818,2827760
4842699,5.00E+06,0.022471629,2828049
3195,0,5.49E-05,2828209
2955917,0,0.010852177,2828260
1411927,8.00E+06,0.017294023,2828310
125144,0,0.00039994,2828800
127257,0,0.000403409,2828812
170742341,5.80E+07,0.063369571,2828997
1714,0,1.00E-04,2829004
9969694,0,0.003858217,2829006
54008,0,0.000504261,2829011
1759252,1.00E+07,0.005457302,2829136
10152,0,5.05E-05,2829287
48713,0,0.00019988,2829291
18089,0,0.000150165,2829319
2279692,0,0.001826373,2829912
17287898,0,0.042222743,2830008
52632,0,0.000282442,2830024
162798565,1.20E+08,0.081157808,2830088
4187,0,2.50E-05,2830561
14202899,0,0.032945373,2831102
137855863,2.00E+08,0.093875054,2831149
51438175,1.90E+07,0.07204611,2831331
56709981,7.50E+07,0.067870522,2831400
4390,0,5.85E-05,2831969
1494969,0,0,2832322
1497222,0,0.0114337,2832603
4179890,0,0.002936737,2833353
34837,0,8.42E-05,2833474
1339668,0,0.003650336,2833792
2165637,0,0.034122431,2833938
3766879,0,0.013786484,2834295
50075,0,8.45E-05,2834611
10125417,0,0.038142007,2834690
12890752,0,0.063295091,2834738
141340178,4.00E+07,0.087292774,2835022
29817,0,0.000277344,2835084
6029824,0,0.05492612,2835250
62493712,0,0.05287734,2835301
28909,0,0.000280505,2835612
72568,0,0.000128886,2835689
3018,0,0.00024985,2836325
491910,0,0.000475523,2836434
45350,0,0.000453835,2836560
8629,0,2.58E-05,2836686
573,0,2.53E-05,2836688
67349198,9.20E+07,0.088821707,2836689
2308390,0,0.029750084,2836770
200227,0,0.003612936,2836797
238609,0,0.000960615,2836859
7459300,3.50E+07,0.053807107,2836861
35348597,0,0.078152498,2836867
527034,0,0.000299749,2836972
12901,0,0.000100852,2837016
517809,0,0.00156189,2837090
15545431,2.00E+07,0.070687237,2837137
40041683,2500000,0.053967619,2837388
17329486,4.00E+06,0.057813595,2837389
31504633,3.20E+07,0.035767353,2837662
4212494,0,0.01301837,2837769
1029872,6500000,0.001783999,2837778
1677807,0,0.016701787,2837802
984,0,2.81E-05,2837992
105651,0,0.000128886,2838267
13406717,0,0.066874978,2838528
35000,0,0.000189074,2838579
2915,0,7.47E-05,2838604
15429177,0,0.062746053,2838661
56569702,6.50E+07,0.083929477,2838748
1562546,0,0.002521305,2839078
5202,0,2.58E-05,2839098
18807,0,0.000109785,2839109
107533928,4.00E+07,0.082652495,2839112
101531,0,0.00232756,2839163
15635,0,2.74E-05,2839309
4366722,0,0.037909933,2839427
15375,0,0.000277918,2839637
96868,0,0.000607287,2839731
10015449,0,0.048198829,2839810
30104,5.00E+05,0.000375413,2840051
21845719,3.00E+07,0.066387179,2840166
164308,0,0.000658707,2840231
29392418,0,0.051669227,2840325
26736098,3.60E+07,0.069985975,2840609
92706,0,0.007894516,2840635
208392,0,0.000234283,2840697
544965,0,0.000511702,2840897
46874,0,9.99E-05,2840981
680113,0,0.001301432,2841042
1526697,0,0.000277624,2841427
16071990,1.10E+07,0.02959791,2841468
9176787,1.60E+07,0.034928082,2841517
17781006,0,0.021598878,2841521
1220842,0,0.00678182,2841601
43139300,4.00E+07,0.079086996,2841605
14286,0,7.18E-05,2841812
3740823,0,0.037910091,2842038
2101087,0,0.000359157,2842050
5749134,2.00E+07,0.02047252,2842184
17237855,0,0.020047052,2842185
12088,0,7.51E-05,2842442
7721852,0,0.034415669,2842834
30331165,0,0.06348045,2843037
6264058,0,0.038133944,2843091
63075011,3.50E+07,0.084311741,2843234
44793222,0,0.060981525,2843237
49369899,0,0.076397596,2843238
29999213,0,0.029747734,2843239
22168359,0,0.082980673,2843240
134485,0,0.000269079,2843937
15515460,1.40E+07,0.055030204,2843977
7117,0,5.00E-05,2843988
67638368,0,0.083265043,2844000
31130999,0,0.076640912,2844029
19480,0,2.50E-05,2844191
7296,0,0,2844222
231378,0,0.000882457,2844339
63521,0,0.001495077,2844546
20342852,0,0.019966159,2844806
1130732,0,0.001287755,2844876
345972,0,0.013612039,2845192
10438504,0,0.022119404,2845522
15792,0,0.00010011,2845690
10730,0,0.000424745,2845898
43440294,0,0.042833347,2846055
5501616,0,0.006846284,2846609
118634549,1.40E+08,0.099437354,2846946
9228768,0,0.006678052,2846957
3417056,0,0.014487276,2847085
133122,0,0.006184887,2847220
91578,0,0.000503905,2847270
16316273,3.00E+07,0.019755327,2847402
3430583,0,0.01195249,2847424
8345056,0,0.053318688,2847429
9176000,7.00E+06,0.009023016,2847462
18642,0,0.00024985,2847473
107099,0,0.000834882,2847654
1196,0,5.00E-05,2847690
3330352,0,0.018264554,2847744
1782005,0,0.004360805,2847854
1900451,8.00E+07,0.021651454,2848066
13739,0,2.50E-05,2848103
12282994,0,0.027127786,2848616
572212,0,0.001649753,2849183
14831,0,5.61E-05,2849268
8348,0,0.000174895,2849473
34767836,0,0.038041102,2849685
7936780,0,0.03853758,2849718
18450127,4.00E+07,0.04777873,2849778
76806,0,0.00018044,2849792
1212487,0,0.009511868,2849914
108766007,0,0.077797585,2849949
71368,0,0,2850653
21440752,1.20E+07,0.072214187,2851017
35061031,1.90E+07,0.072637696,2851071
403069,0,0.000188522,2851666
26307600,2.80E+07,0.067924717,2851678
50008143,0,0.063032001,2851696
29504281,0,0.053941909,2851731
4750660,0,0.006625192,2851746
7718,0,2.58E-05,2851764
41281092,11800000,0.067809908,2851768
20169,0,0.000103003,2852330
1170,0,2.52E-05,2853043
175705,0,0.00104937,2853310
6601,0,5.00E-05,2854524
10727683,2.50E+07,0.065764403,2854723
7171,0,0.000425468,2855131
28087155,3.50E+07,0.07877716,2855214
26859,0,2.60E-05,2855248
1810,0,2.60E-05,2855874
41385278,3.00E+07,0.049204214,2855974
159668,0,0.000302372,2856008
3003,0,7.56E-05,2856028
48637684,12500000,0.056387026,2856091
38702310,0,0.041927253,2856094
65016287,3.00E+07,0.034745573,2856135
288751,0,0.000325358,2856207
18869631,0,0.037528644,2856264
16192320,0,0.03338454,2856272
37519139,6.90E+07,0.078387373,2856357
1031,0,0,2856564
50068310,0,0.080589989,2856753
15322921,0,0.032035239,2856770
66217,0,7.81E-05,2856774
4772155,0,0.008836561,2856802
36323505,2.30E+07,0.07593388,2857386
17161,0,2.50E-05,2857546
72217396,1.50E+07,0.073550901,2857820
108385533,0,0.097151887,2857822
2517600,0,0.041683192,2857880
16015639,0,7.18E-05,2858606
24343673,0,0.024849203,2858622
70012847,1.20E+07,0.076975442,2858740
20256975,0,0.05400147,2858953
19365,0,0.00010011,2859196
9377,0,2.82E-05,2859238
309404,0,0.000451072,2859542
2277396,0,0.004511508,2859558
22498520,1.90E+07,0.018829859,2859835
48919043,0,0.100561929,2859933
17390770,0,0.025953549,2859978
34673095,0,0.063423819,2860023
40106,0,0.000126326,2860092
18007317,1.30E+07,0.053992604,2860809
2099,0,2.58E-05,2861241
108808,0,0.001351487,2861282
25368,0,0.000274835,2861348
87879,0,0.00030033,2861443
16044025,0,0.047816889,2861629
34368475,0,0.050619516,2861661
17419,0,7.73E-05,2861866
121179,0,0.00109934,2862539
6330054,6.00E+06,0.010513102,2862543
13485455,0,0.000439007,2862869
15428747,0,0.030924709,2862910
24544,0,2.52E-05,2863228
2678414,0,0.006424792,2863362
60522097,1.30E+08,0.084974016,2863390
35639,0,5.60E-05,2863425
10609321,0,0.024369886,2863455
114264,0,0.000106135,2863506
76325,0,0.009772698,2863574
3967,0,0,2863652
11538,0,7.65E-05,2863779
28331233,6.00E+07,0.07737066,2863969
3184,0,5.05E-05,2864013
72125,0,0.00014991,2864025
108595,0,0.001045039,2864099
2465960,0,0.011077985,2864124
3451,0,2.50E-05,2864217
174496,0,0.000974415,2864276
172450,0,0.000274835,2864289
3911,0,2.58E-05,2864319
58510,0,0.002773436,2864333
5884190,0,0.043941265,2864612
4646,0,0.000275303,2864616
47938330,2.80E+07,0.094502104,2865042
23630159,2.60E+07,0.081597365,2865043
148853,0,0.000565565,2865435
25627836,0,0.031298104,2865446
33024,0,7.65E-05,2866102
534100,0,0.000932883,2866554
97362,0,0.000168303,2866904
113966,0,0.000253036,2867014
396519,0,0.00109934,2867077
31053601,0,0.079868985,2867190
23144499,0,0.056331398,2867204
10224116,0,0.048846874,2867206
172956409,8.50E+07,0.093550918,2867243
71471,0,0.000260315,2867253
1309987,0,0.000252131,2867311
2850263,0,0.038320456,2867392
5751882,0,0.046048934,2867472
18848430,8.00E+06,0.057139138,2868447
102990,0,0.000260315,2869385
47305,0,0.000178421,2869977
217350219,2.80E+07,0.09244864,2870020
11829959,0,0.052672295,2870446
3014696,0,0.006189995,2870713
339379,6.00E+06,0.000403619,2870814
14218698,3.00E+07,0.064796634,2871311
25888412,3.50E+07,0.064066361,2871391
34297191,1.55E+08,0.067105805,2871501
66954149,2.80E+07,0.078010812,2871510
128222,0,0.000103109,2871570
13399812,6.00E+07,0.060793193,2871758
2021,0,2.50E-05,2871990
58203105,1.07E+08,0.071002084,2872083
7331647,0,0.013647434,2872406
334191110,2.00E+08,0.094610324,2872620
48969,0,2.58E-05,2872664
77041381,1.70E+08,0.093667546,2872711
12897,0,0.000325358,2872864
25216243,0,0.062086558,2873025
104526,0,0.00101955,2873109
47795658,7.50E+07,0.076855484,2873149
85160248,0,0.068728553,2873201
25200412,4.50E+07,0.079219025,2873236
8968684,0,0.000716408,2873248
36733909,0,0.052173574,2873503
256682,0,0.000500551,2873548
7995,0,2.53E-05,2873776
33862903,0,0.057732011,2873832
25916319,1.50E+07,0.042563327,2873841
11975,0,2.65E-05,2874020
27100027,0,0.069412329,2874141
8620678,0,0.068514345,2874142
582024,0,0.000885628,2874351
14812144,0,0.061163197,2874453
4556,0,0.00024985,2874641
6263670,0,0.012067759,2874660
292577,0,0,2875010
1022324,0,0.000985749,2875013
43907,0,0.001184529,2875074
7221458,5.50E+07,0.039567877,2875436
15540353,5.70E+07,0.043788999,2875489
23662,1.50E+07,0.000478792,2875497
9730,0,5.39E-05,2875500
549666,0,0.000701262,2875505
172394,0,0.000349948,2875672
22180,0,0.001911656,2875932
66903,0,0.000360509,2876160
3751699,0,0.047268606,2876202
66184051,0,0.093095037,2876367
40098064,8.50E+07,0.078657838,2876809
6939946,0,0.057655161,2877419
42065185,1.70E+07,0.059217404,2877445
32534850,6.00E+07,0.062178729,2877464
6136856,0,0.059939124,2877500
8447,0,0.000124925,2877531
2510,0,2.53E-05,2877537
21419,0,0.000112657,2877608
95000,1.00E+06,0,2877644
21067116,3.70E+07,0.070364445,2877703
418379,0,0.005317999,2877732
5178569,2.00E+07,0.056357461,2877994
10787,0,5.21E-05,2878100
887851,7.00E+06,0.002573456,2878122
74078174,6.00E+07,0.072466625,2878150
88097164,4.20E+07,0.08376561,2878157
1352,0,0,2878212
25107267,0,0.066422065,2878341
15309602,0,0.033632696,2878364
21206,0,0.000274959,2878558
217326974,6.00E+07,0.09019436,2879278
133110742,7.50E+07,0.094340576,2879284
85886987,0,0.092611108,2879287
219614612,7.50E+07,0.095506334,2879288
43858790,0,0.052615505,2879314
17102,0,0.000373376,2879476
757088,0,0,2880571
21250683,0,0.030248601,2880940
548696,0,0.002204683,2881084
14245415,4.00E+07,0.027272959,2881602
1311,0,2.58E-05,2881763
76173,0,0.000128886,2881852
12366,0,7.58E-05,2881854
314402,0,0.002689721,2881984
93607673,4.60E+07,0.084802569,2882112
87400,0,0.000260315,2882151
14444502,0,0.027655421,2882153
344992,0,0.00019715,2882169
5928,0,2.53E-05,2882187
4845724,0,0.042541745,2882189
130096601,1.50E+07,0.053594032,2882243
665450,0,0.00245535,2882299
16566,0,2.60E-05,2882351
50437,0,7.65E-05,2882359
127518,0,0.000140821,2882364
907835,0,0.001070242,2882486
269823,0,0.000293945,2882504
7191830,1.70E+07,0.039047247,2882560
1420355,0,0.000242245,2882660
3359,0,5.16E-05,2882667
130164645,1.00E+08,0.080167036,2882680
5529,0,5.06E-05,2882750
24098,0,0.000159202,2882757
279665,0,0.000494598,2882766
384048,0,0.000317284,2882775
6719864,2.00E+07,0.015014048,2882811
663246,0,0.003360382,2882828
150117807,4.00E+07,0.065685589,2882856
45175,0,0.00014991,2882968
13086430,0,0.03291822,2882988
10650,0,2.50E-05,2882989
1165795,0,0.000781019,2883020
48700,0,7.50E-05,2883036
10499694,0,0.03255778,2883056
4.00E+06,0,0.017505181,2883057
902152,0,0.006107936,2883058
358047,0,0.00718065,2883059
13342790,0,0.066129668,2883092
544098,0,0.00174242,2883104
102561004,1.10E+07,0.06851418,2883116
145103595,3.00E+07,0.08891455,2883117
287724,0,0.000242385,2883124
146702,0,0.00019988,2883158
15070285,7.00E+06,0.034140576,2883163
57011521,5.00E+07,0.0807574,2883207
350126372,58800000,0.097231955,2883302
6010990,0,0.007629734,2883329
24082,0,2.81E-05,2883351
1910,0,3.36E-05,2883353
30156,0,5.15E-05,2883368
33144,0,5.05E-05,2883379
942441,0,0.002806819,2883381
14440985,2.80E+07,0.069439584,2883420
554434,0,0.001570788,2883449
104565114,5.50E+07,0.089060309,2883472
3126,0,2.58E-05,2883517
128024,0,0.000128886,2883556
28782,0,0.000349948,2883593
316554,0,0.000746752,2883596
8655,0,2.58E-05,2883702
184705,1500000,0.000253036,2883830
31849,0,0.000250275,2883926
44229441,3.60E+07,0.03197866,2883967
4189,0,2.50E-05,2884322
265000,1.00E+06,0,2884412
9745803,0,0.048115196,2884989
627436,0,0.00101955,2885218
8413144,0,0.010873369,2885380
119664,0,0.000225314,2885448
45779,0,0.000596265,2885737
28044,0,5.15E-05,2885834
7013191,2.00E+07,0.042205284,2885841
16298046,1.40E+07,0.045186797,2885889
850255,0,0.00152087,2885948
47483002,0,0.059038489,2885969
22166041,0,0.068915135,2885970
26570463,2.50E+07,0.054322925,2885989
1054638,0,0.000839842,2886012
12574914,7500000,0.019447914,2886389
75228,1.40E+07,0.000219907,2886801
180590,0,0.000375413,2886926
18542974,0,0.020791253,2886978
69394,0,7.56E-05,2887057
24146161,0,0.015280489,2887073
20047604,0,0.068103486,2887172
1279,0,2.53E-05,2887338
170832,0,0.000942609,2887343
71906,0,0.000100852,2887679
8586392,3.00E+07,0.023561876,2887791
176647,0,0.000286346,2887861
65885767,0,0.077075161,2888191
32238923,2.00E+07,0.079731028,2888201
32130627,6.00E+07,0.073834342,2889472
106885658,8.00E+07,0.068325658,2889474
6950,0,2.58E-05,2889536
58406347,0,0.078801193,2889712
127352707,5.00E+07,0.087622427,2890114
85288303,2.60E+07,0.085192809,2890120
22080,0,5.06E-05,2890291
717376,0,0.016645769,2890302
15160801,0,0.045449995,2890446
13944,0,2.58E-05,2890567
5154,0,0.000252653,2890646
7750,0,0.000479048,2890691
16820893,0,0.055041403,2891044
42892,0,7.50E-05,2891052
26799,0,0.000174974,2891683
24174218,5.30E+07,0.067791359,2892315
17185632,1.70E+07,0.036112703,2892341
855810,0,0.002309566,2892514
13042112,5.00E+07,0.016536048,2892642
133375846,1.50E+08,0.08989881,2892854
3414301,0,0,2892906
50236831,0,0.071977219,2892955
135645823,7.50E+07,0.102552595,2893084
9398308,0,0.043800817,2893129
107509366,7.30E+07,0.097874247,2893279
4821759,0,0.041518515,2893433
41526,0,0.001047075,2893743
43805,0,8.25E-05,2893784
21821,0,0.000275303,2893959
176979,0,0.00029982,2894658
2250,0,2.50E-05,2894673
1236848,0,0,2895064
39263420,9.20E+07,0.05741833,2895146
858553,0,0.001067001,2895245
84273813,6500000,0.08046351,2895455
17127992,0,0.041832617,2895513
1310200,0,0.001113386,2895585
85911262,6.50E+07,0.080013014,2895726
3759286,8.00E+06,0.014322852,2896108
4463292,3.00E+07,0.012961091,2896204
80818974,0,0.114260519,2896288
1036818,0,0.001902365,2896399
1321194,0,0.002374937,2896431
654132,0,0.00052063,2896464
104828,0,0.000180254,2896465
8464,0,5.05E-05,2896479
20208496,0,0.057636775,2896673
1562749,0,0.001037658,2896737
2865916,1.70E+07,0.052234263,2896771
22029,0,0.000530571,2896952
180202163,1.30E+08,0.096685497,2896975
7193,0,2.50E-05,2897027
11328094,0,0.06852363,2897688
21078145,12500000,0.028609056,2897985
90757863,1.05E+08,0.085723484,2897994
201395,0,0.000479048,2898208
75530832,5.50E+07,0.067463844,2898226
3212310,1.80E+07,0.028976157,2898408
18670401,2.30E+07,0.045406803,2898515
3161,0,5.05E-05,2898934
50866635,4.00E+07,0.064167643,2899555
173837933,0,0.084294078,2899636
17687709,5.00E+06,0.084133401,2899648
20211394,2.00E+07,0.033218314,2899904
170457,0,0.000647185,2899950
960040,0,0.020104631,2900256
2795,0,0.00014991,2900330
10232,0,0.000273809,2900335
12947763,0,0.056816864,2900498
16880,0,0.000458797,2900543
16377,0,0.000140252,2900563
8863193,0,0.042378834,2900724
5520368,750000,0.022606589,2900855
18597342,1.20E+07,0.066067942,2900890
53208180,0,0.084194171,2901370
7919574,0,0.006454541,2901716
833532,0,0.00585142,2902161
49662533,0,0.075888024,2902306
82674398,3.20E+07,0.074559541,2902327
7556,0,0.00039994,2902511
136025503,44500000,0.081866774,2902782
6998,0,2.65E-05,2903178
112547,0,0.000117069,2903257
24756177,3.10E+07,0.043925561,2903468
201578182,1.40E+08,0.093186607,2903545
15945534,0,0.073597219,2903657
15988876,2.00E+07,0.048912905,2903821
11502976,0,0.055167764,2903975
23616,0,0.000438212,2904111
12578,0,5.15E-05,2904197
193637,0,0.001399753,2904213
24008137,1.10E+08,0.07687663,2904283
23571,0,5.16E-05,2904401
100546139,4.70E+07,0.077537711,2904555
235037,0,0.000500551,2905067
19600,0,4.98E-05,2905096
4291,0,2.52E-05,2905224
9004,4500000,2.52E-05,2905319
3297137,0,0.019836002,2905370
33035397,4.00E+07,0.082769075,2905643
14681192,0,0.0616542,2905650
46462469,0,0.085295604,2905688
207853,0,0.006252836,2905720
6375979,0,0.050091219,2905833
78616689,1.00E+08,0.091308511,2905900
21321100,0,0.066322955,2906515
3234,0,2.50E-05,2906615
1981,0,2.53E-05,2906717
148478011,5.00E+07,0.057649459,2906718
16697,0,5.00E-05,2906764
10850,0,5.01E-05,2906834
2942,0,5.60E-05,2907802
4631,0,0.000374944,2907875
743847,0,0.002889496,2908792
8041049,0,0.056778272,2909111
54647948,1.25E+08,0.074575596,2909746
6075793,0,0.044093655,2909800
1013272,0,0.001260928,2909812
30303072,5.00E+07,0.084150415,2909827
20040895,3.00E+07,0.060947782,2909886
6905,0,0.000424745,2909917
3000,0,2.50E-05,2910152
49048,0,0.000196353,2910168
19551067,6.50E+07,0.076976015,2910565
380594,0,0.002042257,2911007
31736,0,0.00014991,2911023
2347000,0,0.003923294,2911031
22365133,6.00E+07,0.049500417,2911088
53837,0,0.0004997,2911213
1345903,0,0.001014652,2911261
21170563,2.00E+07,0.04170246,2912265
84056472,1.20E+08,0.086492424,2912413
3336053,0,0.025515607,2912450
4627375,2.00E+07,0.011748358,2912451
846704,0,0.006056662,2912452
3010,0,5.04E-05,2912485
50927067,0,0.036088055,2912718
69081,0,0.000168175,2914717
12636,0,2.58E-05,2914721
74759,0,0.000103109,2914770
31664162,0,0.059545291,2914794
37738810,0,0.060238857,2914813
60729,0,0.000212269,2915212
2159041,0,0.006845892,2915576
213307889,6.30E+07,0.101238512,2915611
53883989,16500000,0.068633297,2915616
206040086,3.30E+07,0.089251569,2915619
49554002,1.30E+08,0.070067467,2915643
85999,0,0.000672076,2915823
2063196,0,0.012917507,2915923
4300,0,2.49E-05,2915947
37761915,6.50E+07,0.062728497,2916424
15740796,0,0.026664987,2916703
760507625,0,0.088216552,2916898
459005868,2.50E+08,0.106883967,2917114
5622787,0,0.025435766,2917124
4679650,0,0.023634303,2917133
80282231,6.00E+07,0.093344312,2917539
41797066,0,0.067458885,2917544
14377198,8600000,0.052147239,2917729
1539680,0,0.000525578,2917801
52096475,0,0.0558495,2917935
4571521,0,0.007158662,2918043
9451946,1.70E+07,0.012897306,2918081
162538,0,0.00468567,2918157
3287,0,7.50E-05,2918345
205246,1.00E+06,0,2918700
7246735,0,0.037784403,2919649
8870,0,7.50E-05,2919717
39371,0,0.000146336,2919730
63658910,0,0.064289049,2920347
34302837,0,0.032565404,2920387
26712476,0,0.03933154,2920832
28734552,1.60E+07,0.043175801,2920852
27250736,1.20E+07,0.04583771,2921054
60494212,3.00E+07,0.067646907,2921169
16827402,4.80E+07,0.063958934,2921342
14972297,0,0.061869472,2921398
447954,0,0.001512783,2921788
12139,0,7.65E-05,2921924
91258000,0,0.082767329,2922350
13110903,0,0.047621147,2922389
210609762,1.90E+07,0.07509607,2922414
118450002,4.00E+07,0.091924436,2922422
87727583,4.00E+07,0.086923658,2922424
4351,0,0.00019997,2922453
77868585,0,0.080482162,2922659
12343,0,2.65E-05,2922810
1191835,0,0.00885126,2922879
153068,0,0.001499775,2922977
61465,0,0.000226917,2923024
3731,0,0.000252131,2923294
65807024,1.90E+07,0.076572208,2923357
138608444,1.30E+08,0.089817672,2923373
3674841,0,0.010846532,2923450
30160161,7.00E+07,0.082492715,2923452
9797098,0,0.051234381,2923557
15240435,0,0.075386864,2923624
102003019,1.50E+07,0.083574855,2923688
12626043,0,0.054589737,2923776
2000022,0,7.93E-05,2923845
31687,0,0.000313824,2923903
2685453,0,0.035416276,2923911
19613,0,0.000274835,2923924
113257297,2.00E+07,0.080026883,2923931
1055525,0,0.027748814,2923939
32868349,3.50E+07,0.084456591,2923973
60060328,2.30E+07,0.071248247,2924064
17782178,2.60E+07,0.073306118,2924065
100292856,2.00E+07,0.077033855,2924112
7779614,0,0.0268339,2924200
1924,0,5.16E-05,2924460
21569509,0,0.05571657,2924854
140106,0,0.000463511,2924918
15325127,5.10E+07,0.064652684,2925528
77556,0,0.000128753,2927170
333554,0,0.000675743,2927247
815848,0,0.000557207,2927321
14307963,7.00E+07,0.075795786,2927360
53819,0,3.59E-05,2927468
32886940,0,0.079419498,2927529
3140,0,0.000252653,2927537
11348324,0,0.051467155,2927663
112351,0,0.000104126,2927740
2274979,0,0.006679678,2927836
20555,0,0.000274959,2928234
4865912,0,0.043959804,2928239
4064,0,0.000329354,2928402
41575141,7.50E+07,0.090322762,2928477
5210988,0,0.054061632,2928524
44544,0,0.000403619,2928531
15298133,4.50E+07,0.068342174,2928920
115842,0,0.000702412,2929081
173306,0,0.0003568,2929499
573953,0,0.001386339,2929564
1332110,0,0.000594908,2929743
3793614,0,0.044129024,2929802
75782105,1.20E+07,0.060972876,2930033
65111277,3.00E+07,0.074406477,2930036
54030051,0,0.066610245,2930043
7266973,0,0.010266402,2930196
15071,0,0.000450496,2930694
6075,0,0.000549918,2931184
3221568,0,8.82E-05,2931231
12218638,0,0.024379536,2931543
72637803,5.10E+07,0.08619029,2931626
53760,0,0.000283257,2932086
148479,0,0.000253478,2932122
6153939,0,0.007670766,2932145
7027290,0,0.055900258,2932376
26793311,0,0.080673212,2932489
117727224,4.90E+07,0.074720393,2932508
5971336,0,0.037823767,2932510
3011195,0,0.003666207,2932686
3966256,0,0.022309655,2932921
74709,0,0.000349948,2933270
107325195,1.25E+08,0.092327005,2933276
251188924,3.50E+07,0.096025479,2933286
206852432,1.50E+08,0.102366801,2933300
184031112,1.00E+08,0.103904033,2933327
162831698,8.00E+07,0.104862378,2933351
330360194,2.50E+08,0.105939165,2933371
5617391,0,0.058768438,2933432
3775000,0,0.03298153,2933465
10155690,5250000,0.068406453,2933529
17981,0,2.53E-05,2933727
224169,0,0.001031087,2933775
83552429,7.00E+07,0.086331481,2933793
8888355,2.00E+07,0.050169898,2933993
172000,0,0.004740053,2934088
21471685,7.30E+07,0.090904093,2934090
65422625,2.09E+08,0.093338712,2934161
56046979,5.30E+07,0.085332201,2935007
22424,0,0.000274959,2935072
129988,0,0.000137231,2935077
11175164,0,0.020858011,2935103
15395,0,0.000373376,2935248
57041866,0,0.048510528,2935560
